dataset_row,file_name,transcription,speaker_name,duration_seconds,sample_rate,channels,peak,rms,hard_clip_samples,silence_ratio,usable,rejection_reason,error
10,clip_000010.wav,مِنْ شُرُوطِ وُجُوبِ الزَّكَاةِ أَنْ يَبْلُغَ الْمَالُ النِّصَابَ الْمُحَدَّدَ شَرْعًا، وَأَنْ يَحُولَ عَلَيْهِ الْحَوْلُ.,arabic_professional_male,6.48,24000,1,0.912322998046875,0.29069122672080994,0,0.13585390946502057,Yes,,
11,clip_000011.wav,أَذَانُ صَلَاةِ الْمَغْرِبِ سَيُرْفَعُ بَعْدَ خَمْسِ دَقَائِقَ، هَلْ تُرِيدُ مِنِّي تَنْبِيهَكَ عِنْدَ دُخُولِ الْوَقْتِ؟,arabic_professional_male,7.36,24000,1,0.89373779296875,0.259551078081131,0,0.2359884510869565,Yes,,
12,clip_000012.wav,تَقَبَّلَ اللَّهُ صَلَاتَكُمْ. لَا تَنْسَوْا قِرَاءَةَ أَذْكَارِ مَا بَعْدَ الصَّلَاةِ.,arabic_professional_male,6.16,24000,1,0.900421142578125,0.24206268787384033,0,0.28526785714285713,Yes,,
13,clip_000013.wav,هَلْ تَرْغَبُ فِي أَنْ نُرَدِّدَ أَذْكَارَ الصَّبَاحِ مَعًا؟,arabic_professional_male,3.36,24000,1,0.92218017578125,0.30869367718696594,0,0.09897073412698412,Yes,,
14,clip_000014.wav,رَدِّدْ مَعِي، بِسْمِ اللَّهِ الَّذِي لَا يَضُرُّ مَعَ اسْمِهِ شَيْءٌ فِي الْأَرْضِ وَلَا فِي السَّمَاءِ وَهُوَ السَّمِيعُ الْعَلِيمُ.,arabic_professional_male,9.68,24000,1,0.895050048828125,0.28518015146255493,0,0.18133178374655648,Yes,,
15,clip_000015.wav,دُعَاءُ الْخُرُوجِ مِنَ الْمَنْزِلِ هُوَ: بِسْمِ اللَّهِ، تَوَكَّلْتُ عَلَى اللَّهِ، وَلَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللَّهِ.,arabic_professional_male,9.92,24000,1,0.92742919921875,0.2520943582057953,0,0.30837113575268815,No,silence ratio too high,
16,clip_000016.wav,مَا شَاءَ اللَّهُ! حِفْظُكَ رَائِعٌ لِهَذِهِ السُّورَةِ، اسْتَمِرَّ فِي الْمُرَاجَعَةِ لِتُثْبِتَ الْحِفْظَ أَكْثَرَ.,arabic_professional_male,7.52,24000,1,0.90557861328125,0.24340680241584778,0,0.24544547872340425,Yes,,
17,clip_000017.wav,أَهْلًا يَا صَدِيقِي الصَّغِيرَ! أَنَا مُسْلِمٌ، هَلْ أَنْتَ مُسْتَعِدٌّ لِسَمَاعِ قِصَّةٍ جَدِيدَةٍ مِنْ قَصَصِ الْأَنْبِيَاءِ؟,arabic_professional_male,7.84,24000,1,0.947174072265625,0.2924537658691406,0,0.23379039115646258,Yes,,
18,clip_000018.wav,أَحْسَنْتَ يَا بَطَلُ! إِجَابَتُكَ صَحِيحَةٌ تَمَامًا، لَقَدْ كَسِبْتَ ثَلَاثَ نِقَاطٍ لِتَفَوُّقِكَ.,arabic_professional_male,7.76,24000,1,0.91204833984375,0.21805620193481445,0,0.2928479381443299,Yes,,
19,clip_000019.wav,هَيَّا بِنَا نَتَعَلَّمُ كَيْفِيَّةَ الْوُضُوءِ الصَّحِيحِ. أَوَّلًا: نَنْوِي الْوُضُوءَ فِي قُلُوبِنَا وَنَقُولُ بِسْمِ اللَّهِ.,arabic_professional_male,9.92,24000,1,0.88702392578125,0.2562941312789917,0,0.300596438172043,No,silence ratio too high,
20,clip_000020.wav,هَلْ تَعْلَمُ أَنَّ النَّبِيَّ مُحَمَّدًا صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ كَانَ يُلَقَّبُ بِالصَّادِقِ الْأَمِينِ قَبْلَ الْبِعْثَةِ؟,arabic_professional_male,7.68,24000,1,0.916656494140625,0.29717832803726196,0,0.1561957465277778,Yes,,
21,clip_000021.wav,إِذًا، دَعْنَا نُصَلِّي عَلَى رَسُولِ اللَّهِ، اللَّهُمَّ صَلِّ وَسَلِّمْ عَلَى نَبِيِّنَا مُحَمَّدٍ.,arabic_professional_male,6.64,24000,1,0.835784912109375,0.23505601286888123,0,0.22493097389558234,Yes,,
22,clip_000022.wav,فِي أَيِّ قِسْمٍ تَرْغَبُ فِي التَّجَوُّلِ؟ السِّيرَةِ النَّبَوِيَّةِ، أَمِ التَّارِيخِ الْإِسْلَامِيِّ، أَمِ الْفِقْهِ؟,arabic_professional_male,7.36,24000,1,0.901397705078125,0.24923472106456757,0,0.3068274456521739,No,silence ratio too high,
23,clip_000023.wav,لَقَدْ تَمَّ إِضَافَةُ هَذَا الدُّعَاءِ إِلَى قَائِمَةِ الْمُفَضَّلَةِ لَدَيْكَ، يُمْكِنُكَ الْعَوْدَةُ إِلَيْهِ فِي أَيِّ وَقْتٍ.,arabic_professional_male,7.92,24000,1,0.884002685546875,0.2767699956893921,0,0.1922716750841751,Yes,,
24,clip_000024.wav,هَذِهِ الْكَلِمَةُ تُقْرَأُ بِالتَّفْخِيمِ وَلَيْسَ بِالتَّرْقِيقِ، حَاوِلْ نُطْقَهَا مَرَّةً أُخْرَى مِنْ فَضْلِكَ.,arabic_professional_male,7.36,24000,1,0.9068603515625,0.26510533690452576,0,0.2534816576086957,Yes,,
25,clip_000025.wav,الْإِخْفَاءُ هُنَا يَتَطَلَّبُ غُنَّةً بِمِقْدَارِ حَرَكَتَيْنِ، هَلْ نُجَرِّبُ ذَلِكَ مَعًا؟,arabic_professional_male,6.24,24000,1,0.896209716796875,0.2938055694103241,0,0.20150240384615384,Yes,,
26,clip_000026.wav,يَرْجَى مُلَاحَظَةُ أَنَّنِي وِكِيلٌ صَوْتِيٌّ مُبَرْمَجٌ بِمَعْلُومَاتٍ إِسْلَامِيَّةٍ، وَلَسْتُ مُفْتِيًا مُعْتَمَدًا، لِذَا يُفَضَّلُ الرُّجُوعُ لِدَارِ الْإِفْتَاءِ فِي الْمَسَائِلِ الْمُعَقَّدَةِ.,arabic_professional_male,12.0,24000,1,0.9100341796875,0.27925872802734375,0,0.18978125,Yes,,
27,clip_000027.wav,هَلْ هُنَاكَ شَيْءٌ آخَرُ يُمْكِنُنِي مُسَاعَدَتُكَ فِيهِ قَبْلَ أَنْ نُنْهِيَ الْمُحَادَثَةَ؟,arabic_professional_male,5.68,24000,1,0.919036865234375,0.2726060152053833,0,0.14063233568075117,Yes,,
28,clip_000028.wav,سُبْحَانَكَ اللَّهُمَّ وَبِحَمْدِكَ، أَشْهَدُ أَنْ لَا إِلَهَ إِلَّا أَنْتَ، أَسْتَغْفِرُكَ وَأَتُوبُ إِلَيْكَ.,arabic_professional_male,7.44,24000,1,0.89495849609375,0.23384998738765717,0,0.2460293458781362,Yes,,
29,clip_000029.wav,أَسْتَوْدِعُكَ اللَّهَ الَّذِي لَا تَضِيعُ وَدَائِعُهُ. فِي أَمَانِ اللَّهِ.,arabic_professional_male,6.16,24000,1,0.8201904296875,0.19502289593219757,0,0.3324878246753247,No,silence ratio too high,
30,clip_000030.wav,جَارِي ضَبْطُ الْمُنَبِّهِ. سَأُوقِظُكَ لِقِيَامِ اللَّيْلِ فِي تَمَامِ السَّاعَةِ الثَّالِثَةِ فَجْرًا بِإِذْنِ اللَّهِ.,arabic_professional_male,7.44,24000,1,0.950286865234375,0.2805432677268982,0,0.1756160394265233,Yes,,
31,clip_000031.wav,تَمَّ تَفْعِيلُ وَضْعِ الطِّفْلِ. جَمِيعُ الْمُحْتَوَيَاتِ الْآنَ مُخَصَّصَةٌ وَآمِنَةٌ لِلْأَطْفَالِ.,arabic_professional_male,7.28,24000,1,0.983001708984375,0.28489914536476135,0,0.2164434523809524,Yes,,
32,clip_000032.wav,وَقَعَتْ غَزْوَةُ أُحُدٍ فِي السَّنَةِ الثَّالِثَةِ لِلْهِجْرَةِ، وَفِيهَا اسْتُشْهِدَ حَمْزَةُ بْنُ عَبْدِ الْمُطَّلِبِ رَضِيَ اللَّهُ عَنْهُ.,arabic_professional_male,8.24,24000,1,0.891754150390625,0.25864556431770325,0,0.21232807443365695,Yes,,
33,clip_000033.wav,الْمَقْصُودُ بِأُولِي الْعَزْمِ مِنَ الرُّسُلِ هُمْ: نُوحٌ، وَإِبْرَاهِيمُ، وَمُوسَى، وَعِيسَى، وَمُحَمَّدٌ، عَلَيْهِمْ جَمِيعًا أَفْضَلُ الصَّلَاةِ وَالسَّلَامِ.,arabic_professional_male,12.08,24000,1,0.912811279296875,0.2602916657924652,0,0.24482615894039736,Yes,,
34,clip_000034.wav,إِقَامَةُ الصَّلَاةِ هِيَ الرُّكْنُ الثَّانِي مِنْ أَرْكَانِ الْإِسْلَامِ بَعْدَ الشَّهَادَتَيْنِ.,arabic_professional_male,5.2,24000,1,0.906982421875,0.29101434350013733,0,0.1822275641025641,Yes,,
35,clip_000035.wav,عَذْرًا، لَا أَمْتَلِكُ مَعْلُومَاتٍ كَافِيَةً حَوْلَ هَذَا السُّؤَالِ التَّارِيخِيِّ التَّفْصِيلِيِّ. أَنْصَحُكَ بِمُرَاجَعَةِ كِتَابِ الْبِدَايَةِ وَالنِّهَايَةِ.,arabic_professional_male,9.84,24000,1,0.89990234375,0.2638019919395447,0,0.16509146341463415,Yes,,
36,clip_000036.wav,يَبْدُو أَنَّ وَقْتَ الْإِفْطَارِ قَدْ حَانَ فِي مَدِينَتِكَ. صَوْمًا مَقْبُولًا وَإِفْطَارًا شَهِيًّا.,arabic_professional_male,7.36,24000,1,0.9088134765625,0.2735879123210907,0,0.27046535326086957,Yes,,
37,clip_000037.wav,كَلِمَةُ الصَّمَدِ فِي سُورَةِ الْإِخْلَاصِ تَعْنِي السَّيِّدَ الَّذِي يَلْجَأُ إِلَيْهِ الْخَلَائِقُ فِي حَوَائِجِهِمْ.,arabic_professional_male,7.68,24000,1,0.9307861328125,0.26660725474357605,0,0.17459309895833333,Yes,,
38,clip_000038.wav,لِكَيْ تَسْتَمِعَ إِلَى سُورَةِ الْبَقَرَةِ كَامِلَةً، قُلْ فَقَطْ: شَغِّلْ سُورَةَ الْبَقَرَةِ.,arabic_professional_male,6.72,24000,1,0.92999267578125,0.2631169557571411,0,0.2542472718253968,Yes,,
39,clip_000039.wav,هَلْ تُرِيدُ تَقْدِيمَ التِّلَاوَةِ، أَمْ تَأْخِيرَهَا، أَمْ إِيقَافَهَا مُؤَقَّتًا؟,arabic_professional_male,5.44,24000,1,0.90216064453125,0.25607356429100037,0,0.27029718137254904,Yes,,
40,clip_000040.wav,تَمَّ إِيقَافُ الصَّوْتِ. يُمْكِنُكَ اسْتِئْنَافُ الِاسْتِمَاعِ مَتَى أَرَدْتَ.,arabic_professional_male,5.6,24000,1,0.894775390625,0.24533820152282715,0,0.3777752976190476,No,silence ratio too high,
41,clip_000041.wav,هَذِهِ إِحْدَى قَصَائِدِ الْمَدِيحِ النَّبَوِيِّ النَّظِيفَةِ بِدُونِ مُوسِيقَى، أَتَمَنَّى أَنْ تَنَالَ إِعْجَابَكَ.,arabic_professional_male,6.8,24000,1,0.90533447265625,0.2941395044326782,0,0.15443627450980393,Yes,,
42,clip_000042.wav,أَنَا هُنَا لِأُسَاعِدَكَ فِي تَعَلُّمِ دِينِكَ بِطَرِيقَةٍ سَهْلَةٍ وَمُيَسَّرَةٍ. اسْأَلْنِي عَمَّا شِئْتَ.,arabic_professional_male,7.36,24000,1,0.91094970703125,0.3086552917957306,0,0.1902626811594203,Yes,,
43,clip_000043.wav,يَا إِلَهِي، مَا أَجْمَلَ هَذَا الدُّعَاءَ! أَمِّنْ مَعِي، آمِينَ يَا رَبَّ الْعَالَمِينَ.,arabic_professional_male,8.4,24000,1,0.926788330078125,0.24028806388378143,0,0.38700892857142855,No,silence ratio too high,
44,clip_000044.wav,تِلْكَ كَانَتْ نُبْذَةً مُخْتَصَرَةً عَنْ حَيَاةِ الصَّحَابِيِّ الْجَلِيلِ أَبِي هُرَيْرَةَ رَضِيَ اللَّهُ عَنْهُ.,arabic_professional_male,6.88,24000,1,0.89886474609375,0.26868781447410583,0,0.1576732073643411,Yes,,
45,clip_000045.wav,حَسَنًا، اخْتَرْتَ مُسْتَوَى الْمُبْتَدِئِينَ فِي تَعَلُّمِ التَّجْوِيدِ. لِنَبْدَأْ بِأَحْكَامِ النُّونِ السَّاكِنَةِ وَالتَّنْوِينِ.,arabic_professional_male,8.96,24000,1,0.94610595703125,0.2559906542301178,0,0.27118675595238095,Yes,,
46,clip_000046.wav,الْحُكْمُ هُنَا هُوَ الْإِدْغَامُ بِغُنَّةٍ، لِأَنَّ حَرْفَ الْمِيمِ جَاءَ بَعْدَ النُّونِ السَّاكِنَةِ.,arabic_professional_male,6.8,24000,1,0.848663330078125,0.2800121009349823,0,0.1854779411764706,Yes,,
47,clip_000047.wav,لَقَدْ أَضَفْتُ مَوْعِدَ حَلْقَةِ الْقُرْآنِ الْكَرِيمِ إِلَى التَّقْوِيمِ الْخَاصِّ بِكَ.,arabic_professional_male,5.76,24000,1,0.861236572265625,0.2751832604408264,0,0.2071976273148148,Yes,,
48,clip_000048.wav,لَا دَاعِيَ لِلْقَلَقِ، التَّعَلُّمُ يَأْخُذُ بَعْضَ الْوَقْتِ. لِنُحَاوِلْ مَرَّةً أُخْرَى بِهُدُوءٍ.,arabic_professional_male,8.08,24000,1,0.94842529296875,0.25739166140556335,0,0.31530012376237626,No,silence ratio too high,
49,clip_000049.wav,الرَّجَاءُ خَفْضُ مُسْتَوَى الصَّوْتِ قَلِيلًا فِي الْخَلْفِيَّةِ لِأَتَمَكَّنَ مِنْ سَمَاعِ قِرَاءَتِكَ بِوُضُوحٍ.,arabic_professional_male,7.44,24000,1,0.938446044921875,0.29297250509262085,0,0.23684475806451613,Yes,,
50,clip_000050.wav,قِرَاءَتُكَ سَرِيعَةٌ بَعْضَ الشَّيْءِ، حَاوِلْ أَنْ تُرَتِّلَ الْقُرْآنَ بِتُؤَدَةٍ لِإِعْطَاءِ كُلِّ حَرْفٍ حَقَّهُ.,arabic_professional_male,7.92,24000,1,0.92950439453125,0.26616135239601135,0,0.20744949494949494,Yes,,
51,clip_000051.wav,الْوَقْفُ هُنَا لَيْسَ جَائِزًا لِأَنَّهُ يُغَيِّرُ الْمَعْنَى. قُمْ بِالْوَصْلِ حَتَّى نِهَايَةِ الْآيَةِ.,arabic_professional_male,6.96,24000,1,0.903045654296875,0.27369925379753113,0,0.20416666666666666,Yes,,
52,clip_000052.wav,لَقَدْ أَتْمَمْتَ الْوِرْدَ الْيَوْمِيَّ بِنَجَاحٍ. بَارَكَ اللَّهُ فِي جُهْدِكَ وَوَقْتِكَ.,arabic_professional_male,6.32,24000,1,0.919830322265625,0.299332857131958,0,0.20634229957805908,Yes,,
53,clip_000053.wav,هَذَا الصَّوْتُ مَنْسُوبٌ لِلشَّيْخِ عَبْدِ الْبَاسِطِ عَبْدِ الصَّمَدِ، رَحِمَهُ اللَّهُ.,arabic_professional_male,5.04,24000,1,0.921661376953125,0.3056110143661499,0,0.12433862433862433,Yes,,
54,clip_000054.wav,أَنَا أُدْرِكُ أَنَّ الْبَحْثَ فِي الْمَسَائِلِ الْفِقْهِيَّةِ قَدْ يَكُونُ مُعَقَّدًا، دَعْنِي أُبَسِّطُ لَكَ الْأَمْرَ.,arabic_professional_male,6.32,24000,1,0.896759033203125,0.26890748739242554,0,0.17736682489451477,Yes,,
55,clip_000055.wav,هَذَا سُؤَالٌ شَائِعٌ جِدًّا خِلَالَ شَهْرِ رَمَضَانَ الْمُبَارَكِ. الْإِجَابَةُ هِيَ: لَا، هَذَا لَا يُبْطِلُ الصِّيَامَ.,arabic_professional_male,8.72,24000,1,0.927459716796875,0.27727970480918884,0,0.25048738532110093,Yes,,
56,clip_000056.wav,تَمَّ تَغْيِيرُ لُغَةِ الْوَاجِهَةِ إِلَى الْعَرَبِيَّةِ الْفُصْحَى بِنَاءً عَلَى طَلَبِكَ.,arabic_professional_male,4.8,24000,1,0.94305419921875,0.3167908191680908,0,0.119140625,Yes,,
57,clip_000057.wav,بِالتَّأْكِيدِ، سَأُرْسِلُ لَكَ نَصَّ هَذَا الدُّعَاءِ لِتَتَمَكَّنَ مِنْ قِرَاءَتِهِ بِنَفْسِكَ.,arabic_professional_male,6.08,24000,1,0.89434814453125,0.2583520710468292,0,0.22504797149122807,Yes,,
58,clip_000058.wav,يُسْعِدُنِي أَنْ أُسَاعِدَكَ فِي تَلْقِينِ طِفْلِكَ سُورَةَ الْفَاتِحَةِ. هَيَّا نَبْدَأْ، يَا مُحَمَّدُ رَدِّدْ خَلْفِي.,arabic_professional_male,9.28,24000,1,0.89727783203125,0.25352197885513306,0,0.3104076867816092,No,silence ratio too high,
59,clip_000059.wav,شُكْرًا لِاسْتِخْدَامِكَ وِكِيلَ مُسْلِمٍ، نَحْنُ نَعْمَلُ دَائِمًا عَلَى تَحْسِينِ خِدْمَاتِنَا لِنَلِيقَ بِتَطَلُّعَاتِكُمْ.,arabic_professional_male,7.68,24000,1,0.884735107421875,0.27392446994781494,0,0.1857367621527778,Yes,,
60,clip_000060.wav,الْحَمْدُ لِلَّهِ. أَنَا بِخَيْرٍ، وَجَاهِزٌ لِلرَّدِّ عَلَى اسْتِفْسَارَاتِكَ الْإِسْلَامِيَّةِ هَذَا الصَّبَاحَ.,arabic_professional_male,7.04,24000,1,0.9158935546875,0.2474372684955597,0,0.24063091856060606,Yes,,
61,clip_000061.wav,هَذَا الْمُصْطَلَحُ يَعْنِي انْتِقَالَ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ مِنْ مَكَّةَ إِلَى الْمَدِينَةِ الْمُنَوَّرَةِ.,arabic_professional_male,6.96,24000,1,0.890289306640625,0.2868906557559967,0,0.16490062260536398,Yes,,
62,clip_000062.wav,أَعْتَذِرُ، فَهَذَا الْمِحْوَرُ خَارِجٌ عَنْ مَجَالِ اخْتِصَاصِي وَهُوَ الْعُلُومُ الْإِسْلَامِيَّةُ. يُمْكِنُنِي مُسَاعَدَتُكَ فِي الدِّينِ فَقَطْ.,arabic_professional_male,9.52,24000,1,0.959136962890625,0.2564215660095215,0,0.2434830182072829,Yes,,
63,clip_000063.wav,لِلِانْتِقَالِ لِلْمَقْطَعِ التَّالِي، يُمْكِنُكَ النَّقْرُ عَلَى زِرِّ التَّخَطِّي أَوْ أَنْ تَقُولَ: التَّالِي.,arabic_professional_male,7.44,24000,1,0.900390625,0.23658911883831024,0,0.3094086021505376,No,silence ratio too high,
64,clip_000064.wav,نَعَمْ، صَحِيحٌ! سُورَةُ الْبَقَرَةِ هِيَ أَطْوَلُ سُورَةٍ فِي الْقُرْآنِ الْكَرِيمِ.,arabic_professional_male,6.24,24000,1,0.887054443359375,0.24798110127449036,0,0.26954460470085473,Yes,,
65,clip_000065.wav,لَقَدْ اخْتَرْتَ الِاسْتِمَاعَ لِمُحَاضَرَةِ الدُّكْتُورِ عُمَرَ عَبْدِ الْكَافِي. جَارِي التَّشْغِيلُ.,arabic_professional_male,5.68,24000,1,0.890838623046875,0.26100829243659973,0,0.19638350938967136,Yes,,
66,clip_000066.wav,فِي أَيِّ سَنَةٍ تُوُفِّيَ رَسُولُ اللَّهِ؟ هَلْ تَحْتَاجُ تَلْمِيحًا صَغِيرًا؟,arabic_professional_male,5.28,24000,1,0.9583740234375,0.2859553396701813,0,0.23609532828282828,Yes,,
67,clip_000067.wav,هَذِهِ إِجَابَةٌ خَاطِئَةٌ، لَا بَأْسَ، لِنَتَعَلَّمَ الصَّوَابَ مَعًا. الْإِجَابَةُ الصَّحِيحَةُ هِيَ عَامُ الْحُزْنِ.,arabic_professional_male,9.04,24000,1,0.891754150390625,0.25553351640701294,0,0.2887905604719764,Yes,,
68,clip_000068.wav,صَلَاةُ الضُّحَى تُسَمَّى صَلَاةَ الْأَوَّابِينَ، وَيَبْدَأُ وَقْتُهَا بَعْدَ شُرُوقِ الشَّمْسِ بِرُبْعِ سَاعَةٍ تَقْرِيبًا.,arabic_professional_male,8.4,24000,1,0.901336669921875,0.2695595920085907,0,0.2311011904761905,Yes,,
69,clip_000069.wav,تَمَّ حِفْظُ تَقَدُّمِكَ فِي الْقِرَاءَةِ عِنْدَ الْآيَةِ الْخَامِسَةِ وَالْعِشْرِينَ مِنْ سُورَةِ مَرْيَمَ.,arabic_professional_male,5.68,24000,1,0.925537109375,0.2946828603744507,0,0.08291519953051643,Yes,,
70,clip_000070.wav,لِسُهُولَةِ الْبَحْثِ، يُمْكِنُكَ تَحْدِيدُ رَقْمِ الْجُزْءِ أَوِ الْحِزْبِ الَّذِي تُرِيدُ قِرَاءَتَهُ.,arabic_professional_male,6.32,24000,1,0.881011962890625,0.2571812868118286,0,0.21201213080168776,Yes,,
71,clip_000071.wav,هَذَا سُؤَالٌ عَمِيقٌ. اخْتَلَفَ الْفُقَهَاءُ فِي هَذِهِ الْمَسْأَلَةِ عَلَى قَوْلَيْنِ رَئِيسِيَّيْنِ. سَأَسْرُدُهُمَا لَكَ.,arabic_professional_male,8.16,24000,1,0.928680419921875,0.2788911461830139,0,0.25515216503267973,Yes,,
72,clip_000072.wav,مِنْ فَضْلِكَ، تَحَدَّثْ بِصَوْتٍ أَعْلَى قَلِيلًا، لَمْ أَتَمَكَّنْ مِنِ الْتِقَاطِ كَلِمَاتِكَ.,arabic_professional_male,6.08,24000,1,0.909912109375,0.2581649422645569,0,0.24976014254385964,Yes,,
73,clip_000073.wav,أُقْتَرِحُ عَلَيْكَ الِاسْتِمَاعَ إِلَى رَادْيُو إِذَاعَةِ الْقُرْآنِ الْكَرِيمِ، إِنَّهُ مُفِيدٌ لِلْغَايَةِ طَوَالَ الْيَوْمِ.,arabic_professional_male,7.36,24000,1,0.917694091796875,0.2839042544364929,0,0.18345221920289856,Yes,,
74,clip_000074.wav,عِنْدَ شُعُورِكَ بِالْقَلَقِ، يُمْكِنُكَ قِرَاءَةُ دُعَاءِ الْكَرْبِ: لَا إِلَهَ إِلَّا اللَّهُ الْعَظِيمُ الْحَلِيمُ...,arabic_professional_male,10.08,24000,1,0.935302734375,0.22813630104064941,0,0.3204737103174603,No,silence ratio too high,
75,clip_000075.wav,نَسْأَلُ اللَّهَ أَنْ يَجْعَلَ الْقُرْآنَ الْعَظِيمَ رَبِيعَ قُلُوبِنَا، وَنُورَ صُدُورِنَا، وَجَلَاءَ أَحْزَانِنَا.,arabic_professional_male,8.08,24000,1,0.93243408203125,0.29485559463500977,0,0.1766707920792079,Yes,,
76,clip_000076.wav,تِلْكَ الْآيَةُ تُذَكِّرُنَا بِأَهَمِّيَّةِ الِاسْتِغْفَارِ حَتَّى فِي أَوْقَاتِ الِانْتِصَارِ وَالنَّجَاحِ.,arabic_professional_male,6.32,24000,1,0.9415283203125,0.2609052360057831,0,0.16842695147679324,Yes,,
77,clip_000077.wav,تَفْضِيلُ الصَّفِّ الْأَوَّلِ فِي الصَّلَاةِ لِلرِّجَالِ لَهُ فَضْلٌ عَظِيمٌ ثَبَتَ فِي عِدَّةِ أَحَادِيثَ صَحِيحَةٍ.,arabic_professional_male,7.76,24000,1,0.900634765625,0.2759271562099457,0,0.18252255154639174,Yes,,
78,clip_000078.wav,تَمَّ ضَبْطُ مَوْقِعِكَ الْحَالِيِّ عَلَى مَدِينَةِ الرِّيَاضِ، سَيَتِمُّ حِسَابُ مَوَاقِيتِ الصَّلَاةِ بِنَاءً عَلَى ذَلِكَ.,arabic_professional_male,7.84,24000,1,0.9114990234375,0.28847256302833557,0,0.15633503401360543,Yes,,
79,clip_000079.wav,كَيْفَ كَانَتْ تَجْرِبَتُكَ مَعَ حَلْقَةِ التَّسْمِيعِ الْيَوْمَ؟ أَرْجُو أَنْ تَكُونَ قَدِ اسْتَفَدْتَ مِنْهَا.,arabic_professional_male,6.24,24000,1,0.90484619140625,0.2842378616333008,0,0.25726495726495724,Yes,,
80,clip_000080.wav,هَلْ تَرْغَبُ فِي الِاسْتِمَاعِ إِلَى رُقْيَةٍ شَرْعِيَّةٍ لِتَحْصِينِ الْمَنْزِلِ؟,arabic_professional_male,4.24,24000,1,0.935089111328125,0.3120245635509491,0,0.10591588050314465,Yes,,
