timestamp,language,language_code,model_id,sentence_id,category,run_number,input_text,output_file,device,sample_rate_hz,model_load_time_seconds,generation_time_seconds,audio_duration_seconds,rtf,python_version,pytorch_version,platform,success,error_message
2026-07-14 23:54:52,arabic,ar,facebook/mms-tts-ara,ar_01,normal,1,مرحباً بكم في إنفينيا، كيف يمكنني مساعدتكم اليوم؟,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_01_run_01.wav,cpu,16000,8.6792,1.878,6.48,0.2898,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:54:54,arabic,ar,facebook/mms-tts-ara,ar_01,normal,2,مرحباً بكم في إنفينيا، كيف يمكنني مساعدتكم اليوم؟,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_01_run_02.wav,cpu,16000,8.6792,2.0811,6.48,0.3212,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:54:56,arabic,ar,facebook/mms-tts-ara,ar_01,normal,3,مرحباً بكم في إنفينيا، كيف يمكنني مساعدتكم اليوم؟,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_01_run_03.wav,cpu,16000,8.6792,2.065,6.4,0.3227,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:54:57,arabic,ar,facebook/mms-tts-ara,ar_02,latency,1,تم تأكيد موعدك صباح الغد.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_02_run_01.wav,cpu,16000,8.6792,1.4732,4.08,0.3611,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:54:59,arabic,ar,facebook/mms-tts-ara,ar_02,latency,2,تم تأكيد موعدك صباح الغد.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_02_run_02.wav,cpu,16000,8.6792,1.3,4.224,0.3078,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:00,arabic,ar,facebook/mms-tts-ara,ar_02,latency,3,تم تأكيد موعدك صباح الغد.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_02_run_03.wav,cpu,16000,8.6792,1.1827,3.936,0.3005,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:01,arabic,ar,facebook/mms-tts-ara,ar_03,name,1,قدّم راتان جيوتي دراسة هندسة الصوت.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_03_run_01.wav,cpu,16000,8.6792,1.4679,4.416,0.3324,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:03,arabic,ar,facebook/mms-tts-ara,ar_03,name,2,قدّم راتان جيوتي دراسة هندسة الصوت.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_03_run_02.wav,cpu,16000,8.6792,1.4755,4.112,0.3588,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:05,arabic,ar,facebook/mms-tts-ara,ar_03,name,3,قدّم راتان جيوتي دراسة هندسة الصوت.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_03_run_03.wav,cpu,16000,8.6792,1.5758,4.352,0.3621,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:06,arabic,ar,facebook/mms-tts-ara,ar_04,numbers,1,تم استلام دفعتك بقيمة ألفين وأربعمائة وخمسين روبية.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_04_run_01.wav,cpu,16000,8.6792,1.8744,6.8,0.2756,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:09,arabic,ar,facebook/mms-tts-ara,ar_04,numbers,2,تم استلام دفعتك بقيمة ألفين وأربعمائة وخمسين روبية.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_04_run_02.wav,cpu,16000,8.6792,2.7712,7.44,0.3725,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:11,arabic,ar,facebook/mms-tts-ara,ar_04,numbers,3,تم استلام دفعتك بقيمة ألفين وأربعمائة وخمسين روبية.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_04_run_03.wav,cpu,16000,8.6792,2.0934,6.96,0.3008,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:13,arabic,ar,facebook/mms-tts-ara,ar_05,long,1,قبل إكمال طلبك، يرجى التحقق من عنوان بريدك الإلكتروني ورقم حسابك.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_05_run_01.wav,cpu,16000,8.6792,2.1389,9.232,0.2317,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:15,arabic,ar,facebook/mms-tts-ara,ar_05,long,2,قبل إكمال طلبك، يرجى التحقق من عنوان بريدك الإلكتروني ورقم حسابك.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_05_run_02.wav,cpu,16000,8.6792,2.0364,8.816,0.231,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:18,arabic,ar,facebook/mms-tts-ara,ar_05,long,3,قبل إكمال طلبك، يرجى التحقق من عنوان بريدك الإلكتروني ورقم حسابك.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_05_run_03.wav,cpu,16000,8.6792,2.2442,9.184,0.2444,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:42,hindi,hi,facebook/mms-tts-hin,hi_01,normal,1,"नमस्ते, इन्फिनिया में आपका स्वागत है। मैं आपकी कैसे सहायता कर सकता हूँ?",E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_01_run_01.wav,cpu,16000,9.0098,1.7916,5.744,0.3119,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:44,hindi,hi,facebook/mms-tts-hin,hi_01,normal,2,"नमस्ते, इन्फिनिया में आपका स्वागत है। मैं आपकी कैसे सहायता कर सकता हूँ?",E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_01_run_02.wav,cpu,16000,9.0098,1.6528,5.456,0.3029,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:45,hindi,hi,facebook/mms-tts-hin,hi_01,normal,3,"नमस्ते, इन्फिनिया में आपका स्वागत है। मैं आपकी कैसे सहायता कर सकता हूँ?",E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_01_run_03.wav,cpu,16000,9.0098,1.6745,5.52,0.3034,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:47,hindi,hi,facebook/mms-tts-hin,hi_02,latency,1,आपकी बैठक कल सुबह के लिए तय हो गई है।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_02_run_01.wav,cpu,16000,9.0098,1.2539,3.76,0.3335,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:48,hindi,hi,facebook/mms-tts-hin,hi_02,latency,2,आपकी बैठक कल सुबह के लिए तय हो गई है।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_02_run_02.wav,cpu,16000,9.0098,1.2063,3.712,0.325,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:49,hindi,hi,facebook/mms-tts-hin,hi_02,latency,3,आपकी बैठक कल सुबह के लिए तय हो गई है।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_02_run_03.wav,cpu,16000,9.0098,1.2334,3.504,0.352,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:50,hindi,hi,facebook/mms-tts-hin,hi_03,name,1,रतन ज्योति ने वॉइस इंजीनियरिंग केस स्टडी जमा की।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_03_run_01.wav,cpu,16000,9.0098,1.0866,3.472,0.313,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:51,hindi,hi,facebook/mms-tts-hin,hi_03,name,2,रतन ज्योति ने वॉइस इंजीनियरिंग केस स्टडी जमा की।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_03_run_02.wav,cpu,16000,9.0098,1.2379,3.728,0.3321,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:53,hindi,hi,facebook/mms-tts-hin,hi_03,name,3,रतन ज्योति ने वॉइस इंजीनियरिंग केस स्टडी जमा की।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_03_run_03.wav,cpu,16000,9.0098,1.2242,3.6,0.3401,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
